hssd_id,category,primary_direction_kind,annotation_kind,axis,is_semantic,is_strict_positive_front,confidence,validation_status,outcome
13cb09aee83d15650e323d09d7f8a1c2fb1da4a4,sink cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
13cd727eef03bb9fcc20317540c99407250bc4a4,stool,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
13d8d7ad96820d3d675eb710644f2f4e21a7178a,jar,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
13dbb657414706f4c3ba192d2875ea2c7478b710,console table,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
13f59be6cd2d0f811fdfcafb794bde1a513ecbde,basket,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
13f97467bd246034cb2116743ff641a25e694429,pendant lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
13fb5e59f1f43a212565ecccb938cef340453b13,desk,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
13fe6d40a8869913ca6623bc6ed25dbcffb7da0d,vase,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1404f8d65e562307f0fead3fd0d408c34f0af26a,vase,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14065a663da987f31fdb35db12e364c1c7347d54,table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1410eb23f63fe6a43c071b11d592e46d289efe7c,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
141c067d6967761f866b216586186a1c1f5b70f4,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
141dd97fde5601e6c4fb47e9e08b4b489686a500,ashcan,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14253175da7cf53afa64c928c14bd4b803178bc6,toiletry,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1427645acd77fd0a543576c3be9afe8ad4ffe84f,bench,front,front,"[-1.0, 0.0, 0.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
142ce732ee1182836ecc42830d89362c66f8df94,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
143ead4a3edbe7d4547d6d546ad095f6285c9082,dining table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14472289b14fcc1132137b9a8f8fe4e1ce47aa2e,kitchen cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
144983629035bda38fb70b88dce275e59bb0eea3,chandelier,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
144f299fdf4bacb8637a38422a8483c554241a8c,seat cushion,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14510d4af57832b9517f8f5df9e83d77c7218719,cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14532900bdcd0f7a4599249c4a3a8a74c7facb3f,cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1454627136fb69911761ccacb4f352982c8e0fc1,pendant lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
1461928cfa837a8a0f1115034e364b0dd8a11570,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
146dc208671d90e03056526a1aca4cb3173d5d68,swing chair,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_candidate_low_conf,preserved
14710f3f528e3728a6228b9f56d41076c0d8cabe,cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1472a0b835223f7c39e850146dbde04d28e99da1,tissue box,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14745de7201278b6521cc9f1aa7f00ea8e8ab5fc,chair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
1475e58f333d92a3a385cbdd34dd14c7d9e99c72,chaise longue,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
147720973c70dcee789e80bfaa4d374ff3bbaf97,chest of drawers,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
147a4c3bc93ffeaae34b51ee2da840d1ace56d54,l-shaped couch,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
147d4d5a73fcbcdaadd98b941ecf03a8fc14c2a8,coffee table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
147da1e14bafbad645213ad47a2d794e4571b08e,railing,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1480d369cd003846445b264d412755cbb133627a,sculpture,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1480f37810b55eb9a862a4b2453cc975d2839327,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
148a13d1dd62547e4fd84e1009f2e9ea1f19076a,kitchen island,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14934faf2cae9e4bdaed5a0586d0a86bd866424c,stove,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1498701aa8c4e661812cdc827c8877fc19454fb1,ceiling lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
14a07cf549c39501f508c25a4b4ba0d93cd5f4dc,tapestry,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14a55d7cdd6f72794835d1580ec491b47e16155e,cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14a5d16e99eb93da52f1b528b272d15ac2e81fd7,wall clock,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14a682a0e44d7829c127ac18880646709b9738c7,pendant lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
14a6b433823f5e523d19b37af902745ef2b6a618,dining table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14a80e8ae7210886c4ca10cfa30fca3805d6c082,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14aafdb1be34a4971b60f05b87202508febe925a,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14b8b72a08380f9f7f13fbb0eef83344a2c11c33,vase,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14b974e9ef733a0a753ea88b1633551271031a0d,armoire,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14bb88e168278fed38a7511f2a571d32be7922d3,buffet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14bcd7fc60f182da743458c89f5727ef1b045824,"swivel chair.n.01,ball chair",front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_verified,preserved
14bdc1398760aef6d8757e2dd6a1c674d7851e66,potted plant,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14c21c8ae4f467a828e8af347eedb51a85f68dc3,railing,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14d3159664ea16859019f306ef64b59c18a65f6e,sink cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14d64455909d28273a62e8ca4d2c4810f214c5ad,coffee table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14da8ccd3f70bf394ae0937f47a77c898bfa6ad4,beanbag chair,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_candidate_low_conf,preserved
14db96768bfde9adf3856c947d0f04b77a4542d5,"letter.n.02,wall decor",front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14de2ec5a5fc9c1cb107f4c498b2c29a4222494b,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14e43de7e803f8d42e974f35cef746dcb7b57ed9,vase,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
14e68d6ffc79d8ecbc7cc9e5598214956b9ac833,kitchen scale,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
14eec36e26211ebb7a14a24a85800ff206c9f4ca,ceiling fan,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
15007a0a6debdb7175ff55d33f245764a58a5b79,bath mat,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1517d14509471540add27760fb8b0ae3ee8b61ec,washer,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
151a90848af936d3c6f297f09fc5523cce77cc21,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
151bf0648e376a55f4f90d0f0a8c3b05fc93617e,throw pillow,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1520472dfd763a8cb0f1b2a447bce437827b8776,flower in vase,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1520eff520f4a23f344e9f30d17d198126f17b61,chandelier,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
1520f695cc022d759701159cfea0c0f75aaa92c6,end table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
152467fbf5b1840b84adcdb59ead3cebee3bd9aa,tv stand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
152f61d2589e4179343918ca092d04620b0f8125,throw pillow,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1537b12fde24e7159d2cb7eb5aa71848229a2ba6,telephone,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
15415d66ffba409b87c9da81257442c7cbda52f8,basket,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1545dff46c628df670d35950119834dbb0d7cdf3,bench,front,front,"[-1.0, 0.0, 0.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
15490370aa12d111f28e84d7a0e597b284e549a7,"mantel clock.n.01,radio receiver",front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
154a50fd28359d5d756bb7764ab0dad2e0ffd755,coffee maker,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
154d66875db6f62d193316ae976efe91e0a1da20,"toilet brush.n.01,toilet brush holder",,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
15575803971a25fdb2473fb93618a8027cb95470,wall sign,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
155c182834f40ebb1d5666d3a72ee828e097097a,nightstand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1568e7f7a37482991ca3928a9d107aed3dcb2ca8,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1569d731e084976cdc7df28661717da5563ef057,headboard,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
15884b59db8c55f7b3967058d977831c764ad61e,mixer,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1598d65a5ac4351307afa9fbc6b50ae0506a7b13,swivel chair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
15991a25569ba2cbcb22c1708ccf689dfc9f6337,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
159bf5492ae814da9aa9a5076cf79b02e0e0c056,table lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
159d8241274cdf8c553cf43e636490086a80ca71,monitor,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
15a0ec954a2bcfbd90bee46ef31d1f4d2f78bef6,bath mat,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
15a52ee6c5537d0f5feb74806e5e55b74356cc14,chair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
15a6c968b8e939c68f5a8b427b1fc226329bee73,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
15a81c5727eba4e4a4161e1cf2c76fe2c601ae15,buffet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
15c0bd474aa43ea3156a6d33a23dc58384ac68ba,nightstand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
15c9b29a5b9fca8a71064714b0d2c9ba0dab7246,bookcase,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
15e49a5f07b3886e5cbcd89575a24544af73b868,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
15f53f8b627d71783e56db67e71fe075a018959c,cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
15f855ce9a9dfddd0a5e1353cf18ee356c14a676,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
15fbefb684c5f988e5ff754bbded98aa80d3542f,vase,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1602fcc53f62b409ae18ff2efd809365815dc2a1,serving cart,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
160a64a79b995dddbcb9c453b51c8e85b27b4fec,armchair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
16100ba2844b8f89c2ba6e30677d13ffe45d82a7,double bed,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
1619e2e6a18d5d374963a3a4280f7a6d76356079,desk,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
162b4675701b317ca762188567f7d5c672e70f84,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
163871e9cf4cd1919c139b39f4971b0a34d7b08a,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
163cdd355d2d228880dd6ed6f3fc5b49f7ba538a,bookcase,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
164893a817b66c18cadf1b98ee74c3513bf2efc5,"shoe rack.n.01,cabinet",front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
16561b7f89feae1c067def0c5098eab467bd9234,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1658a3a14f127cb46959f58e5b525f112470baef,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
165eaf798d531472c34495ad8c975ca5b9bdc69b,fireplace,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
165f38ff3fb3ab5b6280bb741e4158728693bb1d,ashcan,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1663b946dd2c160317930f5b2eb724549409e6b0,coffee table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
166b9cdc66cc71ff63ce40db1050166f2fa45845,china cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
166d9fdd78f4d38341368ff029b040a9f177968a,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
166e3b0a2795ca9b9ba59302f78b8889f3ac482b,potted plant,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1672e0bc1abcdde2fd45c13b85d7bcf74f2f8236,armchair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
1673f85e235a423a01c564c2c97e8f45f196df44,wall mirror,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1682946e42dcc74b339de3dde0d2cabadcb6859e,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1685e0b715f5bd19b0714cfe728d3640d194af23,end table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
168f411e465aa38b119161823d180e0fb278b430,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
16a340287e719f8d74a688937636a6dfce46d1c8,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
16a4e41e6085b65ee5f86acabc8c7185d84c4749,nightstand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
16a99733b190b0ce996a321530d38236d0430117,bench,front,front,"[0.0, 0.0, -1.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
16b8266b112b2e599db5e932e46accf75ca9d64d,flower,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
16b93d86d1a466f5982e60c8d322ddd8f312056e,armoire,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
16bf4d1156695ceef23139aec039e6d65283d39e,wall mirror,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
16c33cffd5b62d0d5df5ed6dd607f690ce2ee7c7,washer,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
16c8a67fc705ac6a3c853a29c0775f5c28714e86,sofa,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
16d7b6b86bb1831e6ac600d7fe6d9d3fd2444206,armchair,front,front,"[0.0, 0.0, -1.0]",True,True,0.72,geometry_axis_candidate_low_conf,preserved
16da83fb5f0ad7b7740ac52cbb580f3ad8d2cdf7,swivel chair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
16dbc96620905f36f8e0822f2683ce7d0884db26,swivel chair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
16dd3daef1063f7a85d7fba7fc0a25b8b2146802,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
16e384ae69cb9345e945d69ded31e550cf6fa702,end table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
16ed94e42536cb7cdeeaa42095eaad1950dfb811,table lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
16f99c186c5cbf0cfc342676beb855124ddf2194,desk,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17087b7bf76838097e65e2c8c34cc6cae7555bc8,wall hook rack,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1708a446943ad7ae5829179c4b5859217a5a6391,chair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
1713b7870401f42349f41c6937f55b3986b7edae,wall clock,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
171c0d2a27fed654c21b8a888e430e70674195e3,dining table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1720b30ec70192981ee46cd391df2ae8ca6d8421,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
172474fbd024f19c26fd3088b20d9db40a4b1bc1,potted plant,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
17292deefa4135485bbcbcdbaa366b951ddc7075,potted plant,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1731c33f579e34c18cd381681b8ececfb86574ec,flower,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
173e5601f4ccf2f9db8cfd5829f9df5313525492,ceiling lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
174110f86e639cdcef0670d5e6de334338cd22fd,kitchen cabinet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
174666b4a100a3e62f73d11e96a2ff9c432cd731,end table,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
175c2b4dce31f4f1ea0ce2579a46eb1cc8090299,chaise longue,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
176231135919109c4f5570749623ffae251668d9,trunk,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1762e0824bb0281453ac1af4800990b8fca7dc26,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
177431d8a9f2217dff12759e3613c3594cbf0567,wall mirror,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
177465eafc83071ab64d7e48f6cfaaadec90c86b,shower stall,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
1779f202a3be463c1d6775a702a7dacf93d5ff4a,potted plant,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
1783a121bcc1e1649b1483af2477b86752d5b4f5,table lamp,,down,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_down
17a04e30401165d49c85421b1997650d943ac75b,swivel chair,front,front,"[0.0, 0.0, 1.0]",True,True,0.72,geometry_axis_verified,preserved
17a563b45ad4ccdd0ec9e026cacb949657536e48,armoire,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17a798d622e72f0fc73d6bebf1aeb04e525c494f,wall mounted screen,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17a8f7c040254439fe8771f66f1c526c71d24904,bookcase,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17ae065b2cc45c98e470fe2610bdfb508985a965,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17b42433ae88d31564756264a8c1660cdfbcee40,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
17b51b1db09e0075356d6e7613ef0e16ab4e215d,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
17b9d6c36508399b034d5e0acb0ce5ee81502a0c,fence,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17badf2b17961a3c129aad04a0738078580c1a07,firepit,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
17be602f57432ee4d40ae84bcb577584681e9479,bathtub,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17bf8b2b6b9eedd4d31a2b1c183b89dc7cf9d15f,bookcase,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17caf152a2dd87854a20215cbf4652b7933b7cfe,"drawer unit.n.01,file",front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17d34f93062191a7fe920a15c58432935e5a902a,hedge,,,"[0.0, 0.0, 1.0]",False,False,0.2,explicit_no_stable_category_direction,no_stable_direction
17d6133dab9e575e9e2e204a4275aee6876fa65e,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17d794589c8a8f9ea1eec282ef041dfb6f2ebd46,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17ddb4738090f1d3f93d45865fcfaa2cae376d3f,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17e2507eea68af93028d916febbb454000034538,wall art,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17e3ab9295832bd22e220a7f861580bb5aaeb007,toilet,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
17e4cb6839f400d7caa33dfaa11510ff840247a4,kitchen island,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
17f604e099a148d4e9ab740065361118fd37bafe,wall mirror,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
180b7d1568055fbd98a2beea6e4ebf87cc3cc13a,wineglass,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
180ec8b3ea36d92ef765dc72c56d482955dc4904,rug,,up,"[0.0, 0.0, 1.0]",False,False,0.2,functional_direction_not_canonical_front,promoted_functional_up
181c6cc89b3754c7fe5e4b0086dc92658f7d1739,ball chair,front,front,"[0.0, 0.0, 1.0]",True,False,0.05,geometry_axis_verified,preserved
18211c9f8de13eb6f7360f199b86d36d1fe93401,wall panel,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
18345452009b1daa5f9f466697b2b6eeafd21afb,throw,,,"[0.0, 0.0, 1.0]",False,False,0.2,explicit_no_stable_category_direction,no_stable_direction
183616ff4a41ac27ce0b8456acb0837c5135ca76,nightstand,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
183de9f61a9c362d58ac340058ecddc54da18809,console table,front,front,"[0.0, 0.0, 1.0]",True,True,0.82,category_semantics_verified_axis,promoted_front
